playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2553737","null","Eli Rogers","WR","PIT","WR","PIT","null","4.72","null","null","null","76","null","null","0.14","null","null","null","4.72","4.72","3.9968","null",
"2553762","null","Terron Ward","RB","ATL","RB","ATL","null","1.16","null","null","null","87","null","null","0.255","null","null","null","1.16","1.16","null","null",
"2553830","null","Will Tye","TE","NYG","TE","NYG","null","5.01","null","null","null","23","null","null","0.17","null","null","null","5.01","5.01","4.1594","null",
"2553833","null","Josh Lambo","K","SD","K","SD","null","7.9","null","null","null","14","null","null","0.25","null","null","null","7.9","7.9","4.8588","null",
"2553895","null","Adam Humphries","WR","TB","WR","TB","null","6.76","null","null","null","57","null","null","0.07","null","null","null","6.76","6.76","3.8157","null",
"2553913","null","Tyrell Williams","WR","SD","WR","SD","null","8.06","null","null","null","51","null","null","0.25","null","null","null","8.06","8.06","null","null",
"2555209","null","Chris Moore","WR","BAL","WR","BAL","null","0.6","null","null","null","130","null","null","0.02","null","null","null","0.6","0.6","null","null",
"2555214","null","Laquon Treadwell","WR","MIN","WR","MIN","null","0.33","null","null","null","139","null","null","0.08","null","null","null","0.33","0.33","15.4676","null",
"2555215","null","Leonte Carroo","WR","MIA","WR","MIA","null","1.09","null","null","null","120","null","null","0.12","null","null","null","1.09","1.09","9.1889","null",
"2555216","null","Malcolm Mitchell","WR","NE","WR","NE","null","4.36","null","null","null","81","null","null","0.155","null","null","null","4.36","4.36","6.4117","null",
"2555223","null","Devontae Booker","RB","DEN","RB","DEN","null","9.06","null","null","null","26","null","null","0.165","null","null","null","9.06","9.06","null","null",
"2555224","null","Ezekiel Elliott","RB","DAL","RB","DAL","null","19.52","null","null","null","1","null","null","1.84","null","null","null","19.52","19.52","1.7585","null",
"2555227","null","Jonathan Williams","RB","BUF","RB","BUF","null","1.2","null","null","null","85","null","null","0.03","null","null","null","1.2","1.2","6.5052","null",
"2555229","null","Kenneth Dixon","RB","BAL","RB","BAL","null","6.8","null","null","null","39","null","null","0.27","null","null","null","6.8","6.8","3.942","null",
"2555230","null","Kenyan Drake","RB","MIA","RB","MIA","null","0.87","null","null","null","91","null","null","0.075","null","null","null","0.87","0.87","null","null",
"2555259","null","Carson Wentz","QB","PHI","QB","PHI","null","14.156","null","null","null","24","null","null","0.316","null","null","null","14.156","14.156","6.2895","null",
"2555260","null","Dak Prescott","QB","DAL","QB","DAL","null","16.764","null","null","null","14","null","null","0.517","null","null","null","16.764","16.764","4.025","null",
"2555295","null","Sterling Shepard","WR","NYG","WR","NYG","null","10.44","null","null","null","28","null","null","0.205","null","null","null","10.44","10.44","4.0572","null",
"2555306","null","David Morgan","TE","MIN","TE","MIN","null","0.15","null","null","null","72","null","null","0.01","null","null","null","0.15","0.15","null","null",
"2555311","null","Jerell Adams","TE","NYG","TE","NYG","null","1.66","null","null","null","45","null","null","0.115","null","null","null","1.66","1.66","9.0559","null",
"2555316","null","Paxton Lynch","QB","DEN","QB","DEN","null","11.226","null","null","null","30","null","null","5.828","null","null","null","11.226","11.226","2.8927","null",
"2555331","null","Cody Core","WR","CIN","WR","CIN","null","0.37","null","null","null","138","null","null","0.07","null","null","null","0.37","0.37","3.5742","null",
"2555334","null","Jared Goff","QB","LA","QB","LA","null","12.774","null","null","null","29","null","null","4.418","null","null","null","12.774","12.774","4.4024","null",
"2555341","null","Hunter Henry","TE","SD","TE","SD","null","6.16","null","null","null","17","null","null","0.09","null","null","null","6.16","6.16","3.4454","null",
"2555346","null","Will Fuller","WR","HOU","WR","HOU","null","7.84","null","null","null","52","null","null","0.13","null","null","null","7.84","7.84","null","null",
"2555348","null","Braxton Miller","WR","HOU","WR","HOU","null","3.25","null","null","null","89","null","null","0.115","null","null","null","3.25","3.25","5.3854","null",
"2555350","null","Kolby Listenbee","WR","BUF","WR","BUF","null","0.59","null","null","null","131","null","null","0.025","null","null","null","0.59","0.59","null","null",
"2555362","null","Aaron Burbridge","WR","SF","WR","SF","null","0.12","null","null","null","143","null","null","0.18","null","null","null","0.12","0.12","2.246","null",
"2555364","null","Tyler Higbee","TE","LA","TE","LA","null","0.84","null","null","null","57","null","null","0.035","null","null","null","0.84","0.84","5.1795","null",
"2555408","null","Roberto Aguayo","K","TB","K","TB","null","5.7","null","null","null","27","null","null","0.25","null","null","null","5.7","5.7","5.8472","null",
"2555413","null","Trevor Davis","WR","GB","WR","GB","null","-0.2","null","null","null","146","null","null","0","null","null","null","-0.2","-0.2","null","null",
"2555415","null","Austin Hooper","TE","ATL","TE","ATL","null","7.2","null","null","null","14","null","null","0.655","null","null","null","7.2","7.2","4.7715","null",
"2555418","null","Jordan Howard","RB","CHI","RB","CHI","null","15.21","null","null","null","5","null","null","0.975","null","null","null","15.21","15.21","2.2332","null",
"2555419","null","Pharoh Cooper","WR","LA","WR","LA","null","0.73","null","null","null","125","null","null","0.05","null","null","null","0.73","0.73","10.8189","null",
"2555430","null","Alex Collins","RB","SEA","RB","SEA","null","3.28","null","null","null","60","null","null","0.055","null","null","null","3.28","3.28","4.9863","null",
"2555460","null","Paul Perkins","RB","NYG","RB","NYG","null","3.2","null","null","null","62","null","null","0.115","null","null","null","3.2","3.2","1.7585","null",
"2555461","null","Wendell Smallwood","RB","PHI","RB","PHI","null","6.78","null","null","null","40","null","null","0.59","null","null","null","6.78","6.78","4.7015","null",
"2555464","null","DeAndre Washington","RB","OAK","RB","OAK","null","5.04","null","null","null","47","null","null","0.195","null","null","null","5.04","5.04","8.8785","null",
"2555466","null","Tyler Boyd","WR","CIN","WR","CIN","null","9.39","null","null","null","36","null","null","0.035","null","null","null","9.39","9.39","4.2987","null",
"2555477","null","Charone Peake","WR","NYJ","WR","NYJ","null","2.02","null","null","null","104","null","null","0.31","null","null","null","2.02","2.02","5.5665","null",
"2555478","null","Demarcus Robinson","WR","KC","WR","KC","null","0.23","null","null","null","141","null","null","0.1","null","null","null","0.23","0.23","null","null",
"2556118","null","Dwayne Washington","RB","DET","RB","DET","null","4.29","null","null","null","53","null","null","0.135","null","null","null","4.29","4.29","3.2775","null",
"2556190","null","Jakeem Grant","WR","MIA","WR","MIA","null","-0.2","null","null","null","146","null","null","null","null","null","null","-0.2","-0.2","8.2229","null",
"2556214","null","Tyreek Hill","WR","KC","WR","KC","null","11.77","null","null","null","14","null","null","0.08","null","null","null","11.77","11.77","4.4798","null",
"2556273","null","Darius Jackson","RB","DAL","RB","DAL","null","0.18","null","null","null","103","null","null","0.17","null","null","null","0.18","0.18","null","null",
"2556370","null","Michael Thomas","WR","NO","WR","NO","null","13.35","null","null","null","9","null","null","0.225","null","null","null","13.35","13.35","2.6083","null",
"2556396","null","Chester Rogers","WR","IND","WR","IND","null","1.64","null","null","null","108","null","null","0.03","null","null","null","1.64","1.64","5.6873","null",
"2556411","null","Josh Ferguson","RB","IND","RB","IND","null","1.28","null","null","null","84","null","null","0.09","null","null","null","1.28","1.28","8.8785","null",
"2556414","null","Rob Kelley","RB","WAS","RB","WAS","null","11.49","null","null","null","16","null","null","0.255","null","null","null","11.49","11.49","null","null",
"2556453","null","Hakeem Valles","TE","ARI","TE","ARI","null","0.09","null","null","null","75","null","null","null","null","null","null","0.09","0.09","null","null",
"2556462","null","Robby Anderson","WR","NYJ","WR","NYJ","null","5.03","null","null","null","74","null","null","0.17","null","null","null","5.03","5.03","5.6873","null",
"2556463","null","Stephen Anderson","TE","HOU","TE","HOU","null","2.11","null","null","null","40","null","null","0.04","null","null","null","2.11","2.11","5.1795","null",
"2556466","null","Peyton Barber","RB","TB","RB","TB","null","2.62","null","null","null","68","null","null","0.095","null","null","null","2.62","2.62","6.0305","null",
"2556477","null","Trevone Boykin","QB","SEA","QB","SEA","null","0.964","null","null","null","41","null","null","0.085","null","null","null","0.964","0.964","null","null",
"2556519","null","Alex Erickson","WR","CIN","WR","CIN","null","3.12","null","null","null","91","null","null","0.3","null","null","null","3.12","3.12","2.8498","null",
"2556592","null","Roger Lewis","WR","NYG","WR","NYG","null","1.53","null","null","null","111","null","null","0.065","null","null","null","1.53","1.53","6.6532","null",
"2556601","null","Wil Lutz","K","NO","K","NO","null","8.4","null","null","null","11","null","null","0.2","null","null","null","8.4","8.4","null","null",
"2556612","null","Tanner McEvoy","WR","SEA","WR","SEA","null","1.6","null","null","null","110","null","null","0.09","null","null","null","1.6","1.6","null","null",
"2556697","null","Bryce Treggs","WR","PHI","WR","PHI","null","1.26","null","null","null","116","null","null","0.145","null","null","null","1.26","1.26","8.2229","null",
"2556752","null","Tommylee Lewis","WR","NO","WR","NO","null","0.47","null","null","null","135","null","null","0.055","null","null","null","0.47","0.47","5.5062","null",
"2556801","null","Kenneth Farrow","RB","SD","RB","SD","null","2.27","null","null","null","75","null","null","0.11","null","null","null","2.27","2.27","6.5052","null",
"2556805","null","Johnny Holton","WR","OAK","WR","OAK","null","0.71","null","null","null","126","null","null","0.065","null","null","null","0.71","0.71","3.695","null",
"2556885","null","Jalen Richard","RB","OAK","RB","OAK","null","4.06","null","null","null","56","null","null","0.305","null","null","null","4.06","4.06","5.9356","null",
"2557531","null","Troymaine Pope","RB","SEA","RB","SEA","null","0.02","null","null","null","104","null","null","0.02","null","null","null","0.02","0.02","null","null",
