jeron hamm,10,0,3,0.79,
phillip supernaw,10,0,3,0.64,
gavin escobar,10,0,3,0.75,
anthony fasano,10,0,3,2.49,
greg scruggs,10,0,3,0.72,
nick boyle,10,0,3,0.49,
jeff heuerman,10,0,3,0.75,
joshua perkins,10,0,3,0.11,
logan paulsen,10,0,3,0.7,
ben braunecker,10,0,3,0.7,
brent celek,10,0,3,2.65,
sean mcgrath,10,0,3,0.78,
gerald christian,10,0,3,0.69,
brandon myers,10,0,3,0.74,
david johnson,10,0,3,0.57,
luke stocker,10,0,3,1.06,
xavier grimble,10,0,3,0.5,
alan cross,10,0,3,0.42,
seth devalve,10,0,3,0.93,
tyler kroft,10,0,3,1.77,
demetrius harris,10,0,3,1.46,
randall telfer,10,0,3,0.33,
ed dickson,10,0,3,1.79,
cj fiedorowicz,13,0,3,0,
derek carrier,10,0,3,0.38,
cj uzomah,10,0,3,0.67,
buffalo,19,9.722,4,5.47,
minnesota,21,9.546,4,5.57,
baltimore,19,9.45,4,5.32,
houston,16,9.398,4,5.63,
new england,16,8.706,4,4.95,
green bay,14,8.322,4,4.98,
philadelphia,17,8.07,4,7.72,
dallas,14,7.824,4,5.22,
arizona,17,7.794,4,4.88,
new orleans,12,7.782,4,5.53,
oakland,17,7.712,4,6.05,
kansas city,20,7.624,4,5.59,
washington,14,7.592,4,4.19,
new york giants,15,7.552,4,5.15,
atlanta,16,7.278,4,4.42,
pittsburgh,16,7.13,4,4.83,
jacksonville,12,6.518,4,6.11,
indianapolis,15,6.416,4,5.11,
tennessee,10,6.376,4,5.1,
chicago,11,6.268,4,3.39,
detroit,15,6.148,4,5.06,
denver,17,6.142,4,5.77,
cincinnati,12,6,4,5.12,
carolina,12,5.812,4,3.25,
san diego,11,5.724,4,5.08,
tampa bay,13,5.414,4,3.14,
cleveland,10,4.686,4,3.17,
san francisco,10,4.32,4,-1.06,
