Jamison Crowder,2,10.50
LeGarrette Blount,1,13.65
Eli Manning,0,16.22
Alshon Jeffery,2,14.74
Ryan Tannehill,0,15.72
Willie Snead,2,12.25
Carson Palmer,0,20.10
DeSean Jackson,2,10.09
Golden Tate,2,10.43
Julian Edelman,2,12.10
Matt Forte,1,13.98
Rob Gronkowski,3,12.12
Cameron Artis-Payne,1,10.34
Latavius Murray,1,13.04
Brandin Cooks,2,15.19
Charles Sims,1,12.83
Odell Beckham,2,14.55
Drew Brees,0,23.82
Trevor Siemian,0,16.77
Cam Newton,0,24.17
DeAndre Hopkins,2,15.64
Matthew Stafford,0,21.65
