Randall Cobb,2,14.48
Robert Griffin,0,15.98
Jimmy Graham,3,9.10
Martellus Bennett,3,9.27
Odell Beckham,2,16.44
John Brown,2,9.31
Sammy Watkins,2,13.12
Coby Fleener,3,9.90
Gary Barnidge,3,8.64
Brandon Marshall,2,12.68
Russell Wilson,0,21.44
Devonta Freeman,1,14.75
Case Keenum,0,13.91
Todd Gurley,1,16.02
Dez Bryant,2,14.24
Adrian Peterson,1,15.93
Tyrod Taylor,0,17.60
